id,name,position,overall,nation,list_positon
220570,Jan Bednarek,CB,76.0,Poland,CB
205175,Arkadiusz Krystian Milik,ST,81.0,Poland,ST
199763,Bartosz Bereszyński,RB,73.0,Poland,RB
190547,Kamil Jacek Glik,CB,73.0,Poland,CB
235973,Sebastian Szymański,"CAM, RM",71.0,Poland,RM
224301,Karol Świderski,ST,73.0,Poland,ST
186153,Wojciech Tomasz Szczęsny,GK,87.0,Poland,GK
0,placeholders,,73.58333333333333,Poland,CM
177922,Kamil Grosicki,LM,71.0,Poland,LM
0,placeholders,,73.58333333333333,Poland,LB
0,placeholders,,73.58333333333333,Poland,CM
